text,label
i am doing well thank you whats this call about,0
im calling regarding an outstanding balance on your account first could you please verify your date of birth,0
sure it is april 15 1990,0
thank you for that information can you also confirm your current address,0
yes it is 123 maple street springfield,0
thank you for confirming your identity you currently have a balance of 250 on your account would you like to discuss a payment option,0
i can make a payment today what are my options,0
you can pay by credit card bank transfer or set up a payment plan which would you prefer,0
i would like to pay by credit card,0
great i can help you with that please provide your credit card details,0
okay my card number is 4111 1111 1111 1111,0
thank you i have processed your payment youll receive a confirmation email shortly,0
thank you for your help,0
you are welcome have a great day,0
hello is this mr johnson this is sarah calling from xyz collections,0
yes this is mr johnson speaking how can i help you,0
i am calling today regarding an outstanding balance on your account can i take a moment of your time to discuss this,0
sure i have a moment what is the balance,0
thank you you currently have a balance of three hundred dollars due can you confirm your phone number for account verification,0
it is 555-123-4567 but why do you need that,0
i appreciate that as i mentioned your balance is three hundred dollars how would you like to proceed with the payment,0
i am not sure i can pay the full amount right now,0
i understand we can discuss payment plans or options to help you settle this balance,0
that would be helpful what do you suggest,0
we could set up a payment plan where you pay a hundred dollars a month for three months does that work for you,0
yes that sounds manageable,0
great i will send you a confirmation email with the details thank you for your cooperation today ,0
thank you i appreciate your help,0
you are welcome if you have any further questions feel free to reach out have a great day,0
hello this is mark calling from xyz collections how are you today,0
i am doing well thank you whats this about,0
i am reaching out regarding an outstanding balance on your account to protect your privacy may i have your date of birth for verification,0
sure its january 15 1985,0
thank you for that information can you also confirm your current address,0
yes its 123 main street springfield,0
thank you for the verification i see you have a balance of three hundred dollars would you like to discuss payment options,0
i can do a payment plan what do you suggest,0
we can set up a plan for monthly payments of one hundred dollars for three months does that work for you,0
that sounds manageable i agree,0
great ill set that up for you youll receive a confirmation email shortly,0
thank you for your help,0
you are welcome if you have any questions feel free to reach out have a great day,0
hello this is mark calling from xyz collections am i speaking with sarah,0
no this is not sarah you have the wrong number,0
i apologize for the mix-up i am calling about an outstanding balance on an account,0
i really do not think i know anything about that,0
could you confirm your name to ensure i am not reaching the right person,0
sure my name is emily and i do not have any accounts with your company,0
thank you emily ill make sure to update our records,0
i appreciate that have a good day,0
you too take care,0
hello this is jessica from xyz collections how are you today,0
i am fine but what is this about,0
i am calling regarding your outstanding balance with abc credit card this call is to discuss your account,0
i have requested several times to stop calling me,0
i apologize for the inconvenience i can help you with that would you like me to mark your number as do not call,0
yes please do that i do not want any more calls,0
got it i will mark your number on the do not call list immediately,0
thank you i appreciate it,0
you are welcome your request has been processed have a great day,0
hello this is mark from xyz collections how are you today,0
what the hell do you want i am sick of this crap,1
i understand you are frustrated i am calling regarding your overdue account,0
yeah and what gives you the right to bother me you are all a bunch of idiots,1
i assure you that we're here to help can i get your account number to assist you further,0
you think i am just going to give you my info screw you,1
i understand your hesitation however i need that to proceed your current balance is fifty dollars,0
i do not care about that just stop calling me already,1
i can help you set up a payment plan if that works for you let us find a solution,0
solution you are just a leech leave me the hell alone,1
i truly apologize for the inconvenience my goal is to help you resolve this matter efficiently,0
i do not need your help just fuck off,1
i respect your feelings if you need assistance in the future please do not hesitate to reach out,0
whatever just go away,1
thank you for your time have a good day,0
hello this is sarah from xyz collections how are you doing today,0
i am alright thanks whats this about,0
i am reaching out regarding your outstanding balance with city bank can you please confirm your date of birth for verification,0
it is july 15 1990,0
thank you for that could you also provide your current address,0
sure it is 123 maple street springfield,0
great i have verified your identity you currently have a balance of 250,0
i was not aware of that amount how can i pay,0
you can pay by credit card over the phone or through our online portal which method would you prefer,0
i would like to pay by credit card please,0
perfect i will guide you through the process can you please provide your card number,0
sure it is 4111 1111 1111 1111,0
thank you let me process that for you,0
okay thank you for your help,0
you are welcome your payment has been processed successfully have a great day,0
hello this is mark from xyz collections how are you doing today,0
hi mark i am doing well thank you whats this about,0
im calling regarding a past due account with prime bank before we proceed could you please verify your address,0
sure it is 123 elm street springfield,0
thank you for that could you also provide your date of birth for verification,0
it is january 15th 1990,0
great thank you for confirming your identity you currently have a balance of 450 on your account,0
oh i did not realize it was that much what are my options for payment,0
you can pay the full amount today or we can set up a payment plan for you,0
i think i can pay 150 today and set up a plan for the rest,0
that sounds good ill help you set up the payment plan for the remaining balance thank you for cooperating,0
thank you for your understanding,0
you are welcome ill send you the confirmation of the payment details shortly,0
great ill keep an eye out for it,0
thank you for your time today have a wonderful day,0
hello this is mark from xyz collections how are you today,0
hi mark i am doing well thanks what is this about,0
i am calling about your outstanding balance with abc credit card can you confirm your last name for me,0
it is johnson,0
thank you mr johnson i see you have a balance of 450 can we discuss payment options,0
i was not aware of that amount can you tell me more about the charges,0
sure the charges include recent purchases and some fees would you like to set up a payment plan,0
i would consider that but i need to review my statement first,0
absolutely i can send you a detailed statement would you prefer it via email or postal mail,0
email would be best please,0
got it i will send that over just for confirmation can you provide your email address,0
sure it is johnsonfamilyemailcom,0
thank you mr johnson ill send the statement shortly anything else i can assist you with,0
no that is all for now thanks for your help,0
you are welcome have a great day,0
hello is this mr johnson this is lisa from xyz collections how are you today,0
hi lisa yes this is mr johnson i am doing okay thanks,0
im glad to hear that i am calling regarding your outstanding balance with xyz credit can you confirm your address for me,0
sure it is 123 elm street,0
thank you i see you have a balance of 350 would you like to discuss payment options,0
i did not expect that can you give me more details about the charges,0
of course this balance is from your last statement dated july 15th we can discuss how to settle this today,0
i need some time to think about it can i call back later,0
sure i understand just to let you know you can pay online or through our automated system anytime,0
alright ill look into that thanks for the information,0
you are welcome mr johnson if you have any further questions feel free to reach out,0
i appreciate it lisa talk to you later,0
goodbye take care,0
hello this is mark calling from xyz collections how are you today,0
i am doing okay thanks what is this about,0
i am reaching out regarding a past due account before we proceed could you please confirm your date of birth,0
sure it is june 15 1990,0
thank you for that could you also provide your current address to verify your identity,0
i live at 123 maple street springfield,0
great ive verified your identity you currently have an outstanding balance of 250 how do you plan to address this today,0
i can pay 50 right now and schedule the rest for next week,0
that sounds reasonable lets set up that 50 payment how would you like to pay,0
ill use my credit card for that,0
okay ill process that for you can you please provide your credit card number,0
it is 4111-1111-1111-1111,0
thank you ill process this payment right away you are all set is there anything else you need,0
no thats all thank you for your help,0
you are welcome have a great day,0
you have reached the voicemail of john smith please leave a message after the beep,0
hello john this is lisa from greenfield collections i wanted to discuss your account balance,0
if you need immediate assistance please send an email,0
you can reach me at 1-800-555-0199 it is important to address this matter as soon as possible,0
thank you for your call i will return it as soon as i can,0
hello this is mark from xyz collections how are you today,0
i am doing alright thank you what is this about,0
i am calling regarding your outstanding balance with your credit card account can you confirm your mailing address,0
sure it is 123 maple street,0
thank you i see here you have a balance of 500 how would you like to handle that today,0
i am not sure i have been meaning to call about that,0
i understand it is important to address this you can set up a payment plan if that helps,0
i need more information before i decide can you provide details,0
of course the balance is from your last purchase and some fees would you like to know the due date,0
yes please,0
the due date is october 15th you can pay online or through mail how would you prefer,0
i will likely pay online but i need some time to consider my options first,0
thats completely understandable please let us know if you have any other questions,0
thanks for the information,0
you are welcome have a great day,0
hello this is mark calling from xyz collections how are you today,0
i am doing well thank you what is this about,0
i am reaching out regarding an account linked to you before we proceed could you please confirm your date of birth,0
sure it is july 15 1990,0
thank you for that could you also provide your current address for verification,0
i live at 123 maple street springfield,0
great i have verified your information you have an outstanding balance of 450 how would you like to handle that today,0
i can make a payment over the phone right now,0
perfect i can guide you through the payment process do you have your payment method ready,0
yes i have my credit card here,0
alright please provide the card number when you are ready,0
it is 4111 1111 1111 1111,0
thank you i will process that payment now youll receive a confirmation shortly,0
thank you for your help,0
you are welcome have a great day,0
hello this is mike from xyz collections how the hell are you today,0
i am doing well thank you how can i help you,0
i need you to verify your date of birth before i spill the beans about your account what is it,0
it is june 15 1985,0
sure whatever you have got a balance of three thousand dollars you gonna pay it or what,1
i am currently looking into my options for payment,0
options what the hell does that even mean you owe money pay up,1
i understand but i need to make sure it is feasible for me,0
feasible stop giving me excuses just pick a damn payment method,1
i can set up a payment plan if that is acceptable,0
a payment plan oh great just what i needed to hear you sound like a real winner,0
i am just trying to resolve this responsibly,0
responsibly i do not care about your sob story pay what you owe,1
i will get back to you once i have everything sorted out,0
yeah good luck with that i will be waiting and do not take too long,1
hello this is mark from xyz collections how are you today,0
i am doing okay thanks what can i help you with,0
i am reaching out regarding an outstanding balance on your account before we proceed can you please verify your date of birth,0
sure it is july 14 1985,0
thank you for that confirmation can you also provide the address associated with the account for further verification,0
yes it is 123 maple street springfield,0
great i can confirm your identity you currently have an outstanding balance of 250 how would you like to proceed with the payment,0
i can pay 100 today and the rest next week,0
that sounds good let us set up the 100 payment for today which method would you prefer,0
i would like to use my credit card,0
perfect please provide your credit card details so i can process this payment,0
okay the number is 4111-1111-1111-1111,0
thank you i will process that now you will receive a confirmation email shortly,0
thanks for your help,0
you are welcome have a great day,0
good afternoon this is sarah calling from xyz collections how are you today,0
i am okay thanks what is this about,0
im reaching out regarding an outstanding balance on your account before we proceed could you please confirm your date of birth for verification,0
sure it is july 15 1990,0
thank you for confirming could you also verify your current address,0
yes its 1234 maple street springfield,0
great i can confirm your account you currently have a balance of 750 would you like to discuss payment options,0
i was not aware of that what are my options,0
you can choose to pay the full amount today or set up a payment plan of your choice what would work best for you,0
i think i can pay half today and the rest next month,0
that sounds reasonable lets proceed with that arrangement i will send you a confirmation email,0
okay thank you for your help,0
you are welcome if you have any further questions feel free to reach out have a great day,0
hello this is mike from xyz collections am i speaking with sarah,0
no this is not sarah you might have the wrong number,0
i apologize for that i am reaching out about a past due account with abc credit,0
i really do not know anyone named sarah and i definitely do not have any accounts with abc credit,0
thats understandable let me double-check the number i have on file,0
i hope you find the right person soon,0
thank you for your patience and i am sorry for the inconvenience,0
no problem good luck,0
take care bye,0
you have reached the voicemail of sarah johnson please leave a message after the beep,0
hi sarah this is mark from debt solutions i am reaching out about your overdue payment,0
beep,0
you can reach us at one eight hundred two two two seven two two two to discuss your options,0
thank you for your message,0
hello this is mark from xyz collections how are you today,0
i am fine but i prefer not to discuss anything regarding debts,0
i understand your concerns i am calling about your overdue balance with our company,0
i have already requested to have my number added to the do not call list,0
i apologize for the inconvenience let me check and ensure your number is marked,0
i just want to be left alone please make sure its done,0
absolutely ill make sure it is processed right away,0
thank you i really do not want to receive calls anymore,0
you are welcome and i have confirmed your number is now on the do not call list,0
good afternoon this is jessica calling from xyz collections how are you today,0
i am doing okay thank you what can i help you with,0
i am reaching out to discuss your account with abc lending before we proceed could you please verify your date of birth,0
sure it is february 14th 1990,0
thank you can you also confirm the address on file 123 maple street,0
yes that is correct,0
great you currently have an outstanding balance of 250 how would you like to handle this today,0
i can pay half of that today will that work,0
absolutely a payment of 125 will be accepted today would you prefer to do this online or over the phone,0
i will do it online please,0
perfect ill send you a link to complete the payment thank you for your cooperation,0
thank you for your help,0
you are welcome have a great day,0
hello this is jordan from xyz collections how are you today,0
hi i am doing alright thanks what is this about,0
i am contacting you regarding an outstanding balance on your account before we proceed can you please verify your date of birth,0
sure it is june 15 1990,0
thank you for that information can you also confirm your address for verification,0
yes it is 123 maple street springfield,0
thank you for verifying your information you have an outstanding balance of 500 how would you like to settle this today,0
i can pay 200 right now and the rest later,0
that sounds good i can set up a payment plan for the remaining balance would that work for you,0
yes i appreciate that how do we proceed,0
i will send you the details via email after this call what is the best email address for you,0
it is johndoeexamplecom,0
thank you john youll receive an email shortly with all the payment details is there anything else i can assist you with today,0
no that is all thank you for your help,0
you are welcome have a great day goodbye,0
hello this is mark from xyz collections how are you today,0
i am doing well thanks what is this about,0
i am reaching out regarding your account can you please verify your address for me,0
sure it is 123 maple street,0
thank you and could you confirm your date of birth as well,0
it is june 15 1985,0
great thank you for verifying that information you currently have an outstanding balance of 250,0
i understand but i need some time to gather the funds,0
i appreciate that when do you think you can make the payment,0
i can make a partial payment of 100 next week,0
that sounds reasonable can i confirm a date for you to make that payment,0
how about next friday,0
next friday works for me thank you for your cooperation,0
thank you for understanding,0
hello this is mark calling from xyz collections how are you today,0
i am doing okay thanks whats this about,0
i am contacting you regarding an outstanding account with quick loan services can i please verify your date of birth before we proceed,0
sure its april 5th 1990,0
thank you for that information can you also confirm your current address for me,0
yes its 123 elm street springfield,0
great i can now confirm that im speaking with you your current balance is 550 how would you like to resolve this,0
i can pay 200 today and the rest next month,0
that sounds like a plan ill note that down can i take your payment details now,0
sure ill use my credit card the number is,0
thank you i will process that right away and send you a confirmation email,0
thank you for your assistance,0
you are welcome have a great day,0
you have reached the voicemail of jamie parker please leave a message after the beep,0
hello jamie this is sarah calling from clear collections i am reaching out about your outstanding balance on your account please call us back at one eight hundred two three four five six seven,0
if this is an urgent matter you may also reach me via email,0
you can reach us at supportclearcollectionscom we're here to assist you in resolving this issue as soon as possible,0
thank you for the information i will get back to you shortly,0
hello this is sarah from xyz collections am i speaking with michael,0
yes this is michael whats this about,0
im calling regarding your outstanding balance with abc credit card to proceed could you please verify your date of birth,0
sure its april 15 1990,0
thank you michael can you also confirm your current address for me,0
i live at 123 elm street springfield,0
thank you for that information you have an outstanding balance of 500 how would you like to proceed with the payment,0
i can make a payment today online,0
great i can assist you with that would you like to use the same bank account as before,0
yes that would be fine,0
okay i will set that up youll receive a confirmation email shortly,0
thank you for your help,0
you are welcome michael if you have any questions feel free to reach out have a great day,0
hello this is michael from xyz collections how are you today,0
i am doing okay thanks whats this about,0
i am calling regarding your outstanding debt with abc credit to protect your privacy can you please confirm your date of birth,0
sure it is july 15 1985,0
thank you for that information could you also provide your current address for verification,0
yes it is 123 elm street springfield,0
thank you ive verified your information you currently have a balance of 450 what payment method do you prefer,0
i can pay by credit card,0
great i will guide you through the process can you please provide your card number,0
it is 4111 1111 1111 1111,0
thank you and the expiration date,0
it is 1225,0
perfect your payment of 450 has been processed successfully thank you for your cooperation,0
thank you for the help,0
you are welcome have a great day,0
hello this is sarah from xyz collections how are you today,0
i am okay i guess what is this about,0
i appreciate your response i am calling regarding an outstanding balance on your account could you please verify your date of birth,0
sure it is april 15 1990,0
thank you for that information can you also confirm your address for verification,0
yes it is 123 maple street springfield,0
thank you for confirming i see you have a balance of 250 what payment method would you prefer,0
i can pay with my credit card,0
great i can assist you with that can you please provide your card details,0
sure the card number is 1234-5678-9012-3456,0
thank you i will process that payment now is there anything else you need help with,0
no that is all thank you,0
you are welcome your payment has been processed have a great day,0
you too bye,0
hello this is sarah from xyz collections how are you today,0
i am doing okay thank you what is this about,0
i am calling regarding your outstanding balance with premier loan services can you confirm your address for me,0
sure it is 123 maple street,0
thank you i see you have a balance of 750 when would you like to make a payment,0
i can't pay it all at once right now can i set up a payment plan,0
of course we can arrange that how much would you be able to pay monthly,0
i can do 100 a month,0
that sounds reasonable i can set you up with a plan for that amount can you confirm your phone number for our records,0
sure it is 555-123-4567,0
great so to recap you will pay 100 monthly your first payment is due next month thank you for your cooperation,0
thank you for your help i appreciate it,0
you are welcome if you have any questions feel free to reach out have a great day,0
you too bye,0
hello this is mark calling from xyz collections how are you today,0
i am doing alright thanks what is this about,0
i am reaching out regarding your account with stellar credit can you verify your date of birth for security purposes,0
sure it is july 15 1990,0
thank you for confirming can you also provide your current address,0
yes it is 123 elm street springfield,0
thank you for that information you currently have a balance of 250 on your account how would you like to proceed with the payment,0
i can pay 100 today and the rest next week,0
that sounds great we can process the 100 payment today can you provide your payment method,0
i will use my credit card,0
perfect please provide your credit card number and i will assist you further,0
it is 4111 1111 1111 1111,0
thank you the payment has been successfully processed is there anything else i can help you with today,0
no that is everything thanks for your help,0
you are welcome have a great day,0
hello this is mark from xyz debt collection how are you today,0
what the hell do you want i have had enough of your crap,1
i understand you are frustrated i am calling about your outstanding balance to assist you could you please verify your date of birth,0
why the hell would i tell you anything just get lost,1
i completely understand your concerns however i need to verify your identity could you confirm your address for me,0
fine it is 123 main st but this is bullshit,1
thank you for that information i appreciate your cooperation now you have an outstanding balance of 500 how would you like to handle that,0
im not paying you a damn thing you can't make me,1
i understand your frustration but we want to find a solution that works for you would you like to discuss a payment plan,0
a payment plan are you kidding me you think ill waste my time with you,1
i hear you and i am here to help all i need is for us to work together on this,0
just get off my back will you i am done with this nonsense,1
i respect your feelings and i am here to listen whenever you are ready to discuss your options,0
whatever do not expect me to call you back anytime soon,1
thank you for your time today if you have any questions feel free to reach out have a good day,0
hi this is mark from xyz collections how are you today,0
what the hell do you want i am not in the mood for this crap,1
i understand this isn't the best time i am calling about your account can i please have your date of birth for verification,0
why the hell should i tell you anything you are just after my money,1
i completely understand your frustration however i need to verify your identity before discussing any details can you confirm your address for me,0
it is 1234 elm st but i do not see why that matters,0
thank you for that information you currently have a balance of 500 how would you like to proceed,0
this is all bullshit i am not paying a dime,1
i understand your concerns we can discuss options to settle the balance would you like to hear about a payment plan,0
i do not want to hear any of your pathetic excuses just drop dead,1
i appreciate you sharing your feelings my goal is to assist you can we explore alternative options together,0
explore this i am done talking to you,0
i understand if you change your mind we're here to help you thank you for your time,0
goodbye,0
goodbye take care,0
hello this is mark from xyz collections am i speaking with sarah johnson,0
yes this is sarah what is this about,0
i am calling regarding an outstanding balance on your account before we proceed could you please verify your date of birth,0
sure its july 15 1990,0
thank you sarah i also need to confirm your current address for security purposes,0
it is 123 maple street springfield,0
thank you for that information i see you have a balance of 450 how would you like to handle this today,0
i can pay 150 today and set up a payment plan for the rest,0
that sounds great i can help you set up a payment plan for the remaining balance do you want to proceed with the payment now,0
yes i will do that what payment methods do you accept,0
we accept creditdebit cards and bank transfers which would you prefer,0
i will use my credit card,0
perfect i will guide you through the payment process thank you for your cooperation,0
thank you for your help mark,0
hi there this is mike from xyz collections how the hell are you,0
i am doing well thank you for asking how can i help you today,0
i am calling about your past due balance can you just confirm your name,0
of course it is john smith,0
great you have got an outstanding balance of 500 when are you gonna pay this shit off,1
i understand the seriousness im currently assessing my finances,0
assessing your finances whatever just get your act together and pay us,1
i appreciate your concern but i need some time to sort this out,0
time you think we have time to waste get real this is unacceptable,1
i assure you i am doing my best to resolve this issue,0
your best Is not good enough do you think i care about your excuses,1
i would just like to find a solution that works for both of us,0
solution you need to get your head out of your ass and just pay,1
thank you for your time i will reach out once i have a plan,0
yeah whatever just do not take too long dumbass,1
hello this is mark from xyz collections am i speaking with jessica,0
yes this is jessica what is this about,0
i am calling regarding your overdue balance with city finance can we discuss your account details,0
sure i was expecting a call about that what do you need from me,0
thank you i see here that you have an outstanding balance of 250 how do you want to handle it today,0
i need to check my finances first can you give me more details,0
certainly your last payment was made three months ago and i can help set up a payment plan,0
that sounds good but can you remind me how i can pay,0
you can pay online over the phone or by mail which option do you prefer,0
i think i will pay online can you email me the instructions,0
of course i will send you the payment instructions right after this call,0
thank you that would be helpful,0
you are welcome jessica i appreciate your cooperation today,0
no problem have a good day,0
you too goodbye,0
hello is this maria,0
yes this is maria,0
hi maria this is john calling from xyz collections how are you today,0
i am doing alright thank you,0
i am glad to hear that i am reaching out to discuss your account with abc bank can i get your account number,0
i do not have it handy right now,0
no problem i can look it up with your name you have got an outstanding balance of 250 would you like to discuss payment options,0
i wasnt aware of that amount can you give me more details,0
sure the balance is from a missed payment last month do you have a plan to settle this soon,0
i need some time to think about it,0
that is completely understandable just remember the sooner you settle the better for your credit report,0
okay i will review my finances and get back to you,0
thank you maria i appreciate your attention to this matter have a great day,0
you too goodbye,0
hello is this mark reynolds this is lisa calling from xyz collections,0
no this is not mark you must have the wrong number,0
i apologize i am calling about an outstanding balance on an account with abc credit,0
i really have no idea what you are talking about i do not owe anything,0
i understand and im sorry for the confusion can i confirm your name just to update our records,0
it is sarah thompson i can assure you i do not have any debts,0
thank you sarah i will remove this number from our call list sorry for the inconvenience,0
thanks for understanding have a good day,0
you too goodbye,0
hello this is mark from xyz collections how are you today,0
hi mark i am doing okay whats this about,0
i am calling regarding your account with standard bank before we proceed can you please verify your date of birth,0
sure it is june 15 1990,0
thank you for that could you also confirm your address for verification,0
yes it is 123 elm street springfield,0
great i have found your account you currently have a balance of 250 how would you like to handle this today,0
i can pay half of that right now,0
alright so that would be 125 how would you prefer to make the payment,0
i would like to use my credit card,0
perfect please hold on while i process that can i have your card number please,0
sure its 1234-5678-9101-1121,0
thank you ill process the payment now and confirm once it is done,0
sounds good i appreciate your help,0
you are welcome thank you for your time today have a great day,0
hello this is sarah calling from xyz collections how are you today,0
hi sarah i am doing well thanks whats this about,0
i am calling regarding an outstanding balance on your account before we proceed could you please verify your date of birth,0
sure it is june 15 1990,0
thank you for confirming that can you also provide your current address for verification,0
it is 123 maple street springfield,0
thank you for that information i see you have a balance of 750 on your account how would you like to proceed with payment,0
i would like to set up a payment plan if thats possible,0
absolutely we can set you up with a payment plan how much would you like to pay each month,0
i can manage 150 a month,0
great i will set that up for you youll receive a confirmation email shortly,0
thank you for your help,0
you are welcome if you have any questions feel free to call us back have a great day,0
hello is this mr smith,0
no this is not mr smith who is this,0
this is jake from xyz debt collection i am calling about an outstanding balance,0
i think you have the wrong person i do not have any debts,0
i apologize for the inconvenience can i confirm your name please,0
my name is tracy jones i really have no idea about any debts,0
thank you ms jones i will update our records to reflect this,0
i appreciate that thank you,0
you are welcome have a great day,0
hello this is mark from xyz collections how are you today,0
i am doing well thank you how can i help you,0
im calling about your overdue account first can you verify your date of birth for me,0
sure it is march 15 1990,0
got it you have an outstanding balance of 500 how do you plan on handling this,0
i need more time to figure it out can we set up a payment plan,0
listen lady you haveve got to sort your shit out this is not a charity,1
i understand the urgency but i need to discuss this further,0
i do not give a damn what you need you owe money and you better pay it,1
i will do my best to resolve this but yelling is not going to help,0
you are making this harder than it has to be just pay up already,1
i am trying to be cooperative here can we please keep this civil,0
civil ha you are the one dodging payments get your act together,1
i will ensure it is taken care of thank you for your time,0
yeah whatever just do not make me call you again about this,1
hello this is mark from xyz collections how are you today,0
i am doing well thank you what is this about,0
i am calling regarding an outstanding balance on your account can you please verify your date of birth,0
sure it is july 15 1990,0
thank you for that information can you also confirm your current address,0
yes it is 123 maple street springfield,0
thank you for verifying your identity you currently have a balance of 450 how would you like to proceed with payment,0
i can pay half today and the rest next week,0
that sounds reasonable so you'd like to pay 225 today how would you like to make that payment,0
i will pay by credit card,0
great i will guide you through the payment process please hold on for a moment,0
okay im ready,0
thank you for your patience let us start with your card number,0
it is 4111 1111 1111 1111,0
hello is this john smith,0
yes this is john who is calling,0
hi john this is sarah from xyz collections i hope you are doing well today,0
i am okay thanks what is this about,0
i am calling regarding an outstanding balance on your account before we proceed could you please verify your date of birth,0
sure it is january 15 1985,0
thank you for that information can you also confirm your current address,0
it is 123 maple street springfield,0
thank you for verifying that you have a balance of 250 on your account how would you like to proceed with the payment today,0
i can pay half of it today and the rest next week,0
that works for us would you like to make the payment over the phone or online,0
i prefer online payment,0
great i will send you a link to your email for the online payment thank you for your time today john,0
thank you i appreciate the help,0
you are welcome have a great day,0
you have reached john doe's voicemail please leave a message after the beep,0
hello john this is sarah from the debt collection agency i am calling about your outstanding balance,0
for immediate assistance please send your email,0
you can reach me at your earliest convenience at one eight hundred two two two five five five five,0
thank you for your call please leave your information,0
you have reached the voicemail of john smith please leave a message after the beep,0
hi john this is linda from apex collections i am calling about your outstanding balance of seven hundred dollars,0
for a quicker response please leave your name and number,0
you can reach me at one eight hundred five five five zero seven one zero it is important we discuss this matter,0
thank you for reaching out i will get back to you soon,0
hello is this mr johnson,0
yes this is he who is calling,0
my name is sarah from xyz collections i am reaching out regarding your account with city bank can you please verify your date of birth for security purposes,0
sure it is july 15 1985,0
thank you mr johnson could you also confirm your current address,0
it is 123 elm street springfield,0
thank you for that information i can confirm you have an outstanding balance of 250 how would you like to proceed with payment,0
i can make a payment of 100 today and the rest next week,0
that sounds good would you like to pay by debit card or bank transfer,0
i will pay by debit card,0
great please provide your card number when you are ready,0
it is 4000-1234-5678-9010,0
thank you your payment has been processed have a great day,0
thank you you too,0
hello is this mr thompson this is lisa calling from xyz collections,0
yes this is mr thompson what can i help you with,0
i am calling regarding your outstanding balance with city bank can you confirm your address for me,0
sure it is 123 elm street,0
thank you mr thompson you currently have a balance of 450 how would you like to settle this today,0
i was not aware of that balance can you break down the charges for me,0
of course the charges include a missed payment fee and interest would you prefer to pay with a card over the phone,0
i need to review my statements before making a payment,0
i understand once you have the information feel free to call us back we can also email you the summary of the charges if that helps,0
that would be great thank you,0
you are welcome we appreciate your attention to this matter have a nice day,0
you too goodbye,0
hello this is mark from xyz collections how the hell are you today,0
i am doing well thank you how can i help you,0
listen up i need to verify your identity before we go on give me your date of birth,0
sure it is april 15 1990,0
great now can you confirm your address,0
yes it is 456 maple street springfield,0
okay listen here you owe 500 and i am not here to play nice how are you going to pay,0
i plan to pay it online once i check my funds,0
yeah well make it quick because i do not have all day this isn't a charity,1
i understand i will try to make the payment as soon as possible,0
you better i do not need your excuses just get it done,1
i appreciate your concern but i will make the payment,0
whatever just stop wasting my time bye,1
thank you for your time,0
you have reached the voicemail of john smith please leave a message after the beep,0
hello john this is sarah from apex collections i am calling about your overdue balance with your account please call us back at 1-800-555-0199,0
to leave a message please indicate your name and number after the beep,0
again that is sarah from apex collections we need to discuss your payment options thank you for your attention,0
have a great day goodbye,0
hello is this mr smith,0
yes this is him who is calling,0
this is sarah from xyz recovery i am calling about an outstanding balance on your account can you please verify your date of birth,0
sure it is april 15 1985,0
thank you for that information mr smith can you also confirm your address for me,0
yes it is 123 elm street springfield,0
thank you for verifying that you currently have a balance of 650 how would you like to proceed with payment,0
i can make a payment today how do i do that,0
we can process a payment over the phone or you can also pay online which would you prefer,0
i will pay online thats easier for me,0
great i will send you an email with the payment link shortly,0
thank you for your help,0
you are welcome mr smith if you have any other questions feel free to reach out have a great day,0
hello this is mark from xyz collections am i speaking with jessica,0
yes this is jessica what is this about,0
i am calling regarding an outstanding balance on your account could you please verify your address for me,0
sure it is 123 elm street springfield,0
thank you i see here that you have a balance of 450 due when do you plan to make a payment,0
i did not know i had a balance can you provide more details,0
sure this balance is from services rendered last month can i assist you with the payment plan,0
i need to check my finances first before committing,0
of course take your time just to confirm do you want to set a follow-up call next week,0
yes that sounds good,0
alright i will call you next wednesday thank you for your time jessica,0
thank you mark,0
goodbye,0
hello this is sarah from xyz collections how are you today,0
i am doing fine thank you whats this about,0
im calling regarding an outstanding balance on your account before we proceed could you please verify your address for me,0
sure it is 123 elm street,0
thank you for that and can you also confirm your date of birth,0
it is april 15 1990,0
thank you for verifying your information i see that you have a balance of 250 how would you like to handle that today,0
i can pay 100 now and the rest by the end of the month,0
that sounds reasonable ill process the 100 payment can i confirm your payment method,0
yes i will use my credit card,0
perfect let me get your card details and we'll finalize the transaction,0
okay i am ready,0
thank you for your cooperation i appreciate your promptness in addressing this,0
no problem thank you for your help,0
you have reached the voicemail of john smith please leave a message after the beep,0
hello john this is sarah calling from xyz collections regarding your outstanding balance,0
to ensure a prompt response please leave your name and number,0
you can reach me directly at 1-800-555-0199 we can help you discuss your payment options,0
thank you for calling i will return your call as soon as possible,0
hello this is mark from xyz collections how are you today,0
what the hell do you want im not in the mood for your crap,1
i understand this can be frustrating i am here to discuss your account can you please verify your date of birth for me,0
why the fuck do i need to tell you anything just get to the point,1
i appreciate your patience i can not provide any details without verifying your identity first just your date of birth please,0
fine its july 15 1985 now can we move on or are you gonna waste my time more,1
thank you for that i have your information now you currently have an outstanding balance of 500 what is your plan for repayment,0
i do not have that kind of money you guys are ruthless just leave me the f alone,1
i understand your concern but we can work together to find a solution would you be willing to set up a payment plan,0
a payment plan you think i have time for your bullshit just stop calling me,1
i hear you i am here to help if you change your mind you can always reach out to us just remember were available to assist,0
yeah whatever just do not call me again you hear me,1
thank you for your time today ill make sure to note your preference have a good day,0
hello this is mark from xyz collections how are you today,0
what the hell do you want im not in the mood for this crap,1
i understand you are frustrated i am calling about your account can you please verify your date of birth,0
why the fuck should i tell you anything just get lost,1
i can help you better if i confirm your identity its standard procedure please provide your date of birth,0
